VendorNumber,VendorName,Brand,Description,PurchasePrice,actual_price,Volume,total_purchase_qty,total_purchase_dollars,total_sales_dollars,total_sales_price,total_sales_qty,excisetax,freightcost,grossprofit,profitmargin,stockturnover,sales_to_purchase_ratio,unit_purchase_price,order_size,unsold_inventory_value
2000,SOUTHERN WINE & SPIRITS NE,31866,F Coppola Diamond Merlot,9.03,13.99,750.0,6920.0,62487.60000000013,107805.04000000094,62059.18000000065,7296.0,810.4400000000174,19016.59,45317.44000000081,42.03647621669675,1.0543352601156069,1.7252229242281782,9.030000000000019,Large,-58962.87999999999
480,BACARDI USA INC,7977,M & R X Dry Vermouth,7.49,10.49,1500.0,8339.0,62459.109999999884,87360.7200000018,57862.84000000045,8328.0,13095.100000000186,89286.26999999999,24901.61000000192,28.504355275461794,0.9986808969900468,1.398686596719069,7.489999999999986,Large,-54037.72
12546,JIM BEAM BRANDS COMPANY,8497,Kamora Coffee,7.51,9.99,750.0,8316.0,62453.160000000076,85408.45000000241,67856.50000000201,8255.0,6508.079999999853,123880.96999999999,22955.290000002336,26.8770712968116,0.9926647426647427,1.367560104244562,7.51000000000001,Large,-53679.049999999996
1128,BROWN-FORMAN CORP,1125,Jack Daniels Equity VAP,16.29,21.99,750.0,3830.0,62390.70000000007,65816.26000000004,34020.019999999764,2674.0,2105.790000000001,68601.68000000001,3425.5599999999686,5.204732082922923,0.6981723237597911,1.0549049778252202,16.290000000000017,Large,-39729.46
8352,LUXCO INC,8273,El Mayor Reposado Tequila,17.05,27.99,750.0,3652.0,62266.59999999985,79675.68000000076,54780.55,3432.0,2704.5499999999906,10261.599999999997,17409.08000000091,21.849929614658755,0.9397590361445783,1.2795893785753671,17.049999999999958,Large,-54863.600000000006
7239,REMY COINTREAU USA INC,4737,St Remy VSOP Authentic Brndy,7.91,10.99,750.0,7852.0,62109.31999999982,90567.54000000146,58197.84000000051,7846.0,6181.449999999915,16978.669999999995,28458.220000001646,31.422096702638918,0.9992358634742741,1.4581956459996943,7.909999999999977,Large,-54209.86
1601,VRANKEN AMERICA,26426,Pommery Brut Royale,19.6,32.99,750.0,3163.0,61994.80000000001,96632.93000000025,45529.019999999735,3007.0,335.21999999999997,1048.9699999999998,34638.130000000245,35.84505820117444,0.9506797344293393,1.5587263770509823,19.600000000000005,Large,-55774.200000000004
4425,MARTIGNETTI COMPANIES,6867,Rodney Strong Pnt Nr,12.74,19.99,750.0,4859.0,61903.659999999974,95711.78000000076,51464.11999999973,5022.0,558.370000000005,144929.24,33808.12000000078,35.32284113825959,1.0335459971187486,1.5461408905386336,12.739999999999995,Large,-59121.28
3960,DIAGEO NORTH AMERICA INC,3354,Ketel One Vodka,10.71,14.99,375.0,5776.0,61860.96000000012,84093.90000000164,66840.41000000127,5610.0,2196.789999999957,257032.07000000007,22232.940000001516,26.438231548306216,0.9712603878116344,1.3594017939586045,10.71000000000002,Large,-54307.100000000006
480,BACARDI USA INC,2668,Dewars White Label,10.68,13.99,375.0,5788.0,61815.83999999994,74776.49000000113,58804.48000000043,5551.0,2173.7699999999577,89286.26999999999,12960.650000001187,17.332519886933703,0.9590532135452661,1.2096655161525136,10.679999999999989,Large,-53496.68
480,BACARDI USA INC,4234,Bacardi Pineapple Fusion,7.99,11.99,750.0,7732.0,61778.67999999993,80286.10000000111,50310.219999999696,7190.0,5666.4499999999325,89286.26999999999,18507.420000001184,23.051835871964048,0.9299017071908949,1.299576164463229,7.98999999999999,Large,-49716.1
8112,MOET HENNESSY USA INC,8897,Moet & Chandon Brut Imprl Ro,33.55,49.99,750.0,1839.0,61698.449999999946,111649.14000000039,72138.59000000055,2086.0,231.2899999999995,48347.26,49950.690000000446,44.73898321115619,1.1343121261555194,1.809593920106591,33.54999999999997,Large,-68146.29999999999
9165,ULTRA BEVERAGE COMPANY LLP,43092,Oberon Cab Svgn Napa,14.48,21.99,750.0,4255.0,61612.39999999995,93109.47000000058,43394.62999999966,4153.0,462.9900000000024,68054.70000000003,31497.070000000633,33.8279983765351,0.9760282021151586,1.5112131648824045,14.479999999999988,Large,-55880.44
9819,TREASURY WINE ESTATES,17175,Beringer Classic Cab Svgn,5.2,7.99,1500.0,11832.0,61526.40000000023,104993.36000000077,41744.8499999991,12564.0,2816.9000000000483,14836.570000000005,43466.960000000545,41.39972280151833,1.061866125760649,1.70647656940761,5.200000000000019,Large,-53500.8
660,SAZERAC NORTH AMERICA INC.,3842,Barton Vodka,4.39,5.79,1000.0,14015.0,61525.85000000015,80556.27000000043,11643.689999999939,13913.0,14608.65000000004,17932.329999999994,19030.420000000275,23.62376013685859,0.9927220834819835,1.3093077137495903,4.390000000000011,Large,-47063.06999999999
3252,E & J GALLO WINERY,2026,Camarena Silver Tequila,14.61,18.99,750.0,4210.0,61508.09999999993,70357.95000000068,56818.08000000016,3705.0,2921.819999999978,61966.909999999996,8849.850000000748,12.578322705537415,0.8800475059382423,1.1438810498129637,14.609999999999983,Large,-49920.049999999996
516,BANFI PRODUCTS CORP,18027,Banfi Rosa Regale,9.08,15.99,750.0,6771.0,61480.67999999985,96735.56000000049,48138.26000000036,6304.0,701.950000000006,8510.410000000002,35254.880000000645,36.44459183365503,0.9310293900457834,1.5734302223072474,9.079999999999977,Large,-50469.32
3960,DIAGEO NORTH AMERICA INC,8515,Baileys Chocolate Cherry,14.61,19.99,750.0,4207.0,61464.269999999924,102789.77000000128,75421.28000000163,5023.0,3959.429999999951,257032.07000000007,41325.50000000136,40.2039035596644,1.1939624435464702,1.6723499685264531,14.609999999999982,Large,-69179.03
3960,DIAGEO NORTH AMERICA INC,3107,Don Julio 70th Anniversary,47.47,65.99,750.0,1292.0,61331.23999999996,79175.14000000036,64366.36000000022,1186.0,935.3300000000008,257032.07000000007,17843.9000000004,22.537250960339723,0.9179566563467493,1.2909430821878118,47.46999999999997,Medium,-55007.42
4425,MARTIGNETTI COMPANIES,19870,Yellow Tail Sangria,5.89,9.99,1500.0,10405.0,61285.45000000019,98812.5600000007,46711.72000000079,10180.0,2278.190000000046,144929.24,37527.1100000005,37.978076876057294,0.9783757808745795,1.6123331067977862,5.890000000000018,Large,-49555.2
10754,PERFECTA WINES,38133,Il Bastardo Sangiovese Tosc,3.92,6.99,750.0,15618.0,61222.56000000023,113491.20000000094,46750.379999998986,15580.0,1739.9000000000465,28720.52,52268.64000000071,46.05523600067695,0.9975669099756691,1.8537480301379183,3.9200000000000146,Large,-45455.6
9552,M S WALKER INC,46934,Silver Palm Nth Cst Cab Svgn,10.31,17.99,750.0,5927.0,61107.369999999995,90401.94,39611.909999999974,5470.0,610.5400000000025,55551.819999999985,29294.570000000007,32.4048023748163,0.9228952252404252,1.479395038601727,10.309999999999999,Large,-50468.700000000004
8673,STE MICHELLE WINE ESTATES,6319,Santa Cristina Toscana,6.72,11.99,750.0,9091.0,61091.51999999992,101738.98000000115,44919.96999999974,8914.0,994.2700000000186,15919.700000000003,40647.46000000123,39.952690699278456,0.980530194698053,1.6653535547978064,6.719999999999991,Large,-50811.079999999994
3960,DIAGEO NORTH AMERICA INC,2433,Crown Royal X R Extra Rare,91.9,131.99,750.0,664.0,61021.60000000002,82875.65000000027,74512.29000000024,635.0,501.1400000000001,257032.07000000007,21854.05000000025,26.3696875982272,0.9563253012048193,1.358136299277637,91.90000000000003,Medium,-57692.5
480,BACARDI USA INC,4320,D'Usse VSOP Cognac,36.02,52.99,750.0,1694.0,61017.88000000003,83409.37000000037,62503.55000000024,1663.0,1311.0800000000045,89286.26999999999,22391.490000000347,26.845293280599346,0.9817001180637545,1.3669660433958102,36.02000000000002,Large,-58207.26
8112,MOET HENNESSY USA INC,5706,Gr Marnier Raspberry Peach,20.6,28.99,750.0,2955.0,60873.000000000044,98547.3800000011,76398.80000000114,3262.0,2571.9399999999896,48347.26,37674.38000000105,38.22971244897696,1.103891708967851,1.6189013191398653,20.600000000000016,Large,-64242.20000000001
7245,PROXIMO SPIRITS INC.,5810,Cuervo Watermelon Margaritas,10.6,13.99,1750.0,5742.0,60865.19999999991,85808.85000000129,58634.40000000028,5815.0,10688.040000000166,38994.78000000001,24943.650000001377,29.06885478595856,1.0127133402995472,1.4098179255141101,10.599999999999984,Large,-55897.0
1392,CONSTELLATION BRANDS INC,8155,Black Velvet Plastic,3.28,4.49,375.0,18542.0,60817.75999999992,93900.9800000034,54560.09999999986,18452.0,7246.340000000034,79528.99,33083.22000000348,35.23202846232519,0.995146154675871,1.5439730105154075,3.279999999999996,Large,-41980.56
8892,TRINCHERO FAMILY ESTATES,12775,Joel Gott Svgn Bl,6.8,10.99,750.0,8930.0,60723.99999999999,91461.5700000005,34812.659999999414,8743.0,977.2600000000133,11595.970000000003,30737.57000000051,33.607087654410854,0.9790593505039193,1.5061848692444588,6.799999999999999,Large,-50522.4
9815,WINE GROUP INC,6590,Almaden B/B Wh Znfdl Cal,9.8,16.99,5000.0,6193.0,60691.400000000416,96892.04000000146,63968.23000000093,6196.0,4647.0,27100.409999999996,36200.64000000105,37.36183075513788,1.0004844178911674,1.596470669650079,9.800000000000066,Large,-54527.8
1392,CONSTELLATION BRANDS INC,2690,Black Velvet Reserve,7.35,11.99,750.0,8256.0,60681.60000000015,83146.91000000166,60015.600000000806,8109.0,6390.469999999887,79528.99,22465.31000000151,27.018815251223483,0.9821947674418605,1.3702161775563177,7.350000000000018,Large,-51345.149999999994
8892,TRINCHERO FAMILY ESTATES,6256,Sutter Home Chard,5.2,9.99,1500.0,11659.0,60626.80000000032,111971.07000000119,50814.899999999354,11737.0,2629.0600000000695,11595.970000000003,51344.27000000086,45.85494270975558,1.0066901106441375,1.846890649019915,5.200000000000028,Large,-49373.4
3924,HEAVEN HILL DISTILLERIES,5146,Pama Pomegranate Liqueur,14.17,19.99,750.0,4276.0,60590.92000000019,79845.74000000101,60376.1000000005,4226.0,3331.0699999999706,14069.869999999995,19254.820000000822,24.1150247965647,0.9883068288119738,1.3177839187786018,14.170000000000044,Large,-55606.42
3960,DIAGEO NORTH AMERICA INC,5438,Emmets Irish Cream,7.51,9.99,750.0,8067.0,60583.170000000086,81078.84000000155,57322.620000000374,8116.0,6395.909999999878,257032.07000000007,20495.670000001468,25.278691703039996,1.0060741291682163,1.338306331609941,7.5100000000000104,Large,-52884.159999999996
9815,WINE GROUP INC,37904,Trapiche Broquel Mndz Malbec,6.45,12.99,750.0,9367.0,60417.15000000008,106683.08000000086,50851.47999999985,9392.0,1046.510000000023,27100.409999999996,46265.93000000078,43.36763617998319,1.002668944165688,1.7657747841465663,6.450000000000009,Large,-51211.4
4425,MARTIGNETTI COMPANIES,35375,Hess Allomi Cab Svgn,19.73,31.99,750.0,3056.0,60294.87999999998,88957.37000000046,52817.02000000003,2863.0,317.8999999999995,144929.24,28662.490000000478,32.220478190846165,0.9368455497382199,1.4753718723712608,19.729999999999993,Large,-53430.99
8112,MOET HENNESSY USA INC,26285,Moet & Chandon Imperial,45.45,79.99,1500.0,1326.0,60266.7,115389.3800000004,81108.0500000006,1562.0,347.4599999999999,48347.26,55122.6800000004,47.77101670881689,1.1779788838612368,1.9146457330499331,45.449999999999996,Medium,-69666.90000000001
4425,MARTIGNETTI COMPANIES,25994,Rodney Strong Merlot Sonoma,11.72,16.99,750.0,5139.0,60229.07999999996,67047.42000000023,34631.250000000306,4150.0,461.9500000000015,144929.24,6818.340000000273,10.169429338220992,0.807550107024713,1.1132067765272238,11.719999999999992,Large,-43499.0
1392,CONSTELLATION BRANDS INC,7159,Ruffino Chianti,4.72,6.99,750.0,12751.0,60184.7199999998,93696.16000000107,37614.359999999084,12684.0,1416.3500000000286,79528.99,33511.44000000127,35.76607621913308,0.9947455101560662,1.5568097683266016,4.719999999999984,Large,-47117.479999999996
2561,EDRINGTON AMERICAS,2945,The Macallan Rare Cask,213.17,299.99,750.0,282.0,60113.94,64147.86000000003,54248.189999999995,214.0,168.8599999999999,9654.500000000002,4033.9200000000274,6.288471665305788,0.7588652482269503,1.0671045684245621,213.17000000000002,Medium,-45336.38
3960,DIAGEO NORTH AMERICA INC,8893,Yukon Jack,12.68,16.99,750.0,4739.0,60090.519999999946,80838.42000000154,68452.71000000127,4758.0,3753.299999999941,257032.07000000007,20747.900000001595,25.66589005574478,1.0040092846592108,1.3452774247918242,12.679999999999989,Large,-55592.439999999995
12546,JIM BEAM BRANDS COMPANY,3945,Sauza Conmemorativo,13.84,17.99,750.0,4335.0,59996.4000000001,76817.30000000079,51829.18999999996,4270.0,3365.6899999999728,123880.96999999999,16820.900000000685,21.89728095103644,0.9850057670126874,1.280365155242659,13.840000000000023,Large,-54761.8
17035,PERNOD RICARD USA,3731,Absolut Apeach,13.38,16.99,750.0,4478.0,59915.64000000004,77440.03000000116,59550.230000000396,4397.0,3466.4199999999646,123780.21999999997,17524.39000000112,22.629627080465823,0.9819115676641358,1.2924843997327093,13.38000000000001,Large,-54353.86
8004,SAZERAC CO INC,8970,Ice Box Manhattan,7.99,9.99,1750.0,7481.0,59773.18999999994,80009.40000000052,37025.73999999938,7460.0,13706.670000000187,50293.62000000002,20236.21000000058,25.292290655848497,0.9971928886512499,1.3385499418719429,7.989999999999991,Large,-52124.4
12546,JIM BEAM BRANDS COMPANY,1258,Jim Beam Black,17.03,22.99,750.0,3506.0,59707.18000000006,82331.75000000103,68549.67000000094,3525.0,2780.299999999986,123880.96999999999,22624.570000000975,27.479763274800657,1.0054192812321734,1.378925449167101,17.030000000000015,Large,-56524.75000000001
3252,E & J GALLO WINERY,44037,Barefoot Pnt Grigio Cal,3.42,6.29,750.0,17454.0,59692.68000000043,102200.33000000278,38266.85000000011,17447.0,1948.8600000000542,61966.909999999996,42507.65000000235,41.59247822389732,0.9995989458003895,1.7121082517990824,3.420000000000025,Large,-42214.74
3960,DIAGEO NORTH AMERICA INC,5815,Godiva Dark Chocolate,15.71,23.99,750.0,3799.0,59682.290000000066,83507.71000000076,63448.54000000064,3629.0,2860.969999999994,257032.07000000007,23825.420000000697,28.53080272468312,0.9552513819426165,1.3992041860324171,15.710000000000017,Large,-53212.590000000004
1392,CONSTELLATION BRANDS INC,32675,Blackstone Cab Svgn Cal,4.57,7.99,750.0,13055.0,59661.35000000012,105848.3400000013,43321.169999999,13066.0,1458.3600000000347,79528.99,46186.990000001184,43.6350631478969,1.0008425890463424,1.7741526130401188,4.570000000000009,Large,-46656.62
7245,PROXIMO SPIRITS INC.,1464,Tin Cup Whiskey,19.22,25.99,750.0,3101.0,59601.21999999994,73331.0000000005,56336.520000000106,2800.0,2207.5,38994.78000000001,13729.780000000552,18.723023005278066,0.9029345372460497,1.2303607208040468,19.21999999999998,Large,-50715.0
7245,PROXIMO SPIRITS INC.,5767,Jose Cuervo Strawberry Marg,10.36,13.99,1750.0,5753.0,59601.07999999984,86715.82000000164,62986.08000000076,5918.0,10878.170000000195,38994.78000000001,27114.740000001795,31.268504409000897,1.02868068833652,1.4549370581875676,10.359999999999973,Large,-55557.479999999996
4425,MARTIGNETTI COMPANIES,18868,Josh Cellars Merlot,9.33,14.99,750.0,6388.0,59600.039999999804,89948.31000000058,45941.1599999998,6223.0,692.7300000000077,144929.24,30348.270000000775,33.739677821629535,0.974170319348779,1.5091988193296662,9.32999999999997,Large,-51672.590000000004
8004,SAZERAC CO INC,5668,Dr McGillicuddy's Grape,9.69,13.99,750.0,6145.0,59545.05000000003,77415.37000000107,54148.089999999895,5563.0,4384.059999999939,50293.62000000002,17870.32000000104,23.083684803160914,0.9052888527257933,1.3001142832191934,9.690000000000005,Large,-47760.469999999994
3960,DIAGEO NORTH AMERICA INC,2465,Crown Royal Mini,2.15,2.99,50.0,27695.0,59544.250000000015,80873.52000000006,28455.82999999839,27048.0,1404.2200000000423,257032.07000000007,21329.270000000048,26.373614008639702,0.9766383823794909,1.3582087271231067,2.1500000000000004,Large,-30458.199999999997
3960,DIAGEO NORTH AMERICA INC,3580,Smirnoff Orange Vodka,8.08,10.99,750.0,7367.0,59525.3599999998,83586.3400000019,62469.11000000089,6966.0,5491.379999999893,257032.07000000007,24060.980000002106,28.785780068850435,0.9455680738428125,1.404213935035457,8.079999999999972,Large,-48918.28
12546,JIM BEAM BRANDS COMPANY,2979,Bowmore 12-Yr Scotch,35.43,49.99,750.0,1680.0,59522.40000000008,72319.23000000039,61216.660000000236,1577.0,1244.0900000000065,123880.96999999999,12796.830000000307,17.694920147795045,0.9386904761904762,1.2149918350066577,35.43000000000005,Large,-54193.11
1392,CONSTELLATION BRANDS INC,25021,Mark West Black Pnt Nr,7.28,13.99,750.0,8166.0,59448.48000000011,90162.59000000086,36502.039999999404,8141.0,908.9600000000154,79528.99,30714.110000000743,34.06524812563664,0.996938525593926,1.5166508882985854,7.280000000000014,Large,-51100.48
3960,DIAGEO NORTH AMERICA INC,2602,Caol Ila 12 Yr Islay Single,43.84,59.99,750.0,1352.0,59271.68000000011,76535.94000000034,63048.25000000023,1306.0,1030.1000000000026,257032.07000000007,17264.260000000228,22.55706273418756,0.9659763313609467,1.2912733366086502,43.84000000000008,Medium,-55903.04
6359,OLE SMOKY DISTILLERY LLC,5903,Ole Smoky Hunch Punch Moonsh,1.59,1.99,50.0,37220.0,59179.79999999996,69930.58999999985,6869.479999999947,35141.0,1843.4600000000048,1922.0,10750.789999999892,15.373515367166094,0.9441429339065018,1.181663168851532,1.589999999999999,Large,-18654.190000000002
3252,E & J GALLO WINERY,3420,New Amsterdam Coconut Vodka,7.93,9.99,750.0,7448.0,59062.63999999993,67514.10000000052,43136.57999999923,6490.0,5113.6799999999175,61966.909999999996,8451.460000000588,12.518066596459887,0.871374865735768,1.1430931634617179,7.92999999999999,Large,-44017.7
17035,PERNOD RICARD USA,5253,Kahlua Original Mudslide RTD,11.84,15.99,1750.0,4970.0,58844.800000000374,81454.48000000123,59607.900000000474,4952.0,9103.090000000106,123780.21999999997,22609.68000000086,27.757441947945054,0.9963782696177063,1.3842256240143687,11.840000000000074,Large,-53661.68
7245,PROXIMO SPIRITS INC.,3725,Three Olives Pomegranate,9.35,12.99,750.0,6276.0,58680.60000000014,87030.10000000133,54045.42999999989,6390.0,5034.429999999924,38994.78000000001,28349.500000001193,32.574362203422446,1.0181644359464628,1.4831153737351208,9.350000000000021,Large,-53470.5
7153,PINE STATE TRADING CO,6096,Kinky Blue Liqueur,12.77,16.99,750.0,4588.0,58588.76000000004,84733.73000000144,65615.65000000101,4827.0,3805.7299999999514,15884.819999999998,26144.970000001398,30.855445641305952,1.0520924149956408,1.4462454914560638,12.770000000000008,Large,-57052.79
9552,M S WALKER INC,39256,Schmitt Sohne Relax Mosel,5.16,9.99,750.0,11347.0,58550.51999999988,111823.74000000098,56099.49000000039,10826.0,1205.5300000000298,55551.819999999985,53273.2200000011,47.640348999238114,0.9540847801180928,1.9098675810223582,5.1599999999999895,Large,-44515.16
12546,JIM BEAM BRANDS COMPANY,3257,Gilbeys London Dry Trav,4.5,5.99,750.0,12991.0,58459.5,80751.59000000238,55715.970000000205,12941.0,10195.73999999995,123880.96999999999,22292.090000002383,27.60575983705302,0.9961511815872527,1.3813253620027948,4.5,Large,-45243.5
17035,PERNOD RICARD USA,3388,Seagrams Extra Dry Gin,6.97,8.99,750.0,8387.0,58457.38999999989,80904.12000000136,41805.719999999186,8588.0,6767.409999999922,123780.21999999997,22446.730000001473,27.744854032156947,1.0239656611422439,1.3839844714244258,6.969999999999987,Large,-51471.36
480,BACARDI USA INC,7982,M & R Sweet Vermouth,3.95,7.49,750.0,14780.0,58381.00000000013,107834.62000000279,66777.15000000248,14838.0,11688.060000000009,89286.26999999999,49453.62000000266,45.86061507890636,1.0039242219215156,1.847084154091272,3.950000000000009,Large,-43830.100000000006
1128,BROWN-FORMAN CORP,3947,Herradura Anejo Tequila,34.84,45.99,750.0,1674.0,58322.160000000134,76814.79000000047,64265.46000000031,1621.0,1278.490000000007,68601.68000000001,18492.63000000034,24.07430912718791,0.9683393070489845,1.3170772481677684,34.84000000000008,Large,-54801.64000000001
3252,E & J GALLO WINERY,4550,E & J XO Brandy,9.92,12.99,750.0,5873.0,58260.16000000012,70652.61000000057,54259.22999999991,5439.0,4287.989999999934,61966.909999999996,12392.450000000448,17.539974814802097,0.9261025029797377,1.2127088219462567,9.920000000000021,Large,-48081.88
1392,CONSTELLATION BRANDS INC,8730,Ruffino Orvieto Clsc,5.5,6.99,750.0,10585.0,58217.5,81866.3100000008,35610.86999999918,10569.0,8321.539999999992,79528.99,23648.810000000798,28.887108750840934,0.998488427019367,1.4062147979559547,5.5,Large,-47544.5
9552,M S WALKER INC,42579,Voga del Venezie Pnt Grigio,6.53,9.99,750.0,8910.0,58182.30000000011,90502.98000000103,42446.38999999922,8902.0,992.0400000000216,55551.819999999985,32320.680000000917,35.71228262318053,0.9991021324354658,1.5555070872069487,6.530000000000013,Large,-49220.060000000005
9625,WESTERN SPIRITS BEVERAGE CO,2975,Bird Dog Blackberry Whiskey,11.32,14.99,750.0,5135.0,58128.1999999999,74248.8200000011,57792.58000000032,4818.0,3798.329999999949,1933.1899999999996,16120.620000001196,21.711617773859516,0.9382667964946446,1.2773287320096136,11.31999999999998,Large,-49404.76
10754,PERFECTA WINES,2549,WhistlePig 10Yr Rye,29.49,44.99,375.0,1971.0,58124.789999999986,81941.94000000058,68589.07000000053,1906.0,745.7199999999923,28720.52,23817.150000000598,29.065884942436593,0.9670218163368848,1.4097588997741,29.48999999999999,Large,-54236.939999999995
4425,MARTIGNETTI COMPANIES,36523,Ch Macard Brdx Superieur,10.34,14.99,750.0,5621.0,58121.14000000004,80436.34000000116,47308.439999999566,5366.0,595.7200000000116,144929.24,22315.200000001118,27.74268446326722,0.9546344066892012,1.3839429164672459,10.340000000000007,Large,-49863.44
4466,AMERICAN VINTAGE BEVERAGE,5255,TGI Fridays Ultimte Mudslide,9.35,12.99,1750.0,6215.0,58110.24999999998,79187.04000000117,51180.59999999964,6096.0,11204.280000000184,793.9100000000003,21076.790000001194,26.6164640072427,0.9808527755430411,1.362703481743775,9.349999999999996,Large,-50782.6
12546,JIM BEAM BRANDS COMPANY,4343,Cruzan Blueberry Lemonade,6.47,8.99,750.0,8979.0,58094.129999999874,88209.00000000163,53945.229999999836,8800.0,6932.029999999919,123880.96999999999,30114.870000001756,34.14035982722987,0.9800645951664996,1.5183806005873886,6.4699999999999855,Large,-47957.0
6785,PALM BAY INTERNATIONAL INC,19662,Santa Rita 120 Svgn Bl,4.07,5.99,750.0,14267.0,58066.69000000016,84075.6400000006,31309.729999999094,14036.0,1568.2500000000346,13605.409999999998,26008.950000000434,30.935179321858563,0.9838087895142636,1.4479151472212444,4.070000000000011,Large,-42859.520000000004
8673,STE MICHELLE WINE ESTATES,16819,H3 Horse Heaven Hills Cab Sv,8.21,11.99,750.0,7069.0,58036.49000000011,98325.35000000073,34243.55999999952,7965.0,890.3800000000126,15919.700000000003,40288.860000000626,40.97504865225532,1.1267506012165793,1.6941987704632129,8.210000000000015,Large,-58323.65000000001
10754,PERFECTA WINES,31542,Morgan Winery Twelve Clones,16.1,23.99,750.0,3604.0,58024.40000000005,95421.0200000004,47344.669999999714,3498.0,389.3800000000007,28720.52,37396.620000000345,39.1911761161222,0.9705882352941176,1.6444981766291475,16.100000000000016,Large,-52713.8
12546,JIM BEAM BRANDS COMPANY,1993,Maker's Mark 46,17.16,22.99,375.0,3381.0,58017.95999999995,62422.68000000004,42311.90999999961,3132.0,1228.0699999999908,123880.96999999999,4404.7200000000885,7.056281466928505,0.9263531499556344,1.0759199392739782,17.159999999999986,Large,-50364.12
3252,E & J GALLO WINERY,7198,New Amsterdam Pineapple Vdka,7.4,9.99,750.0,7835.0,57978.99999999993,70838.75000000079,44033.65999999921,6825.0,5377.799999999913,61966.909999999996,12859.750000000859,18.153552963597914,0.8710912571793236,1.2218001345314833,7.399999999999991,Large,-42670.0
4425,MARTIGNETTI COMPANIES,37786,Lindemans Bin 45 Cab Svgn,6.45,9.99,1500.0,8988.0,57972.600000000115,91719.2800000007,43024.82000000015,9100.0,2037.6800000000337,144929.24,33746.68000000058,36.79344190229178,1.0124610591900312,1.582114309173653,6.450000000000013,Large,-49707.0
1485,CASTLE BRANDS CORP.,1835,Knappogue Castle Irish Whsky,19.7,26.99,750.0,2942.0,57957.400000000096,90656.190000001,70471.42000000078,2781.0,2192.8099999999986,8497.589999999998,32698.79000000091,36.0690097388833,0.9452753229095853,1.564186626729302,19.70000000000003,Large,-51843.7
8352,LUXCO INC,4932,Arrow Ginger Brandy,4.5,7.99,750.0,12869.0,57910.5,93900.6000000017,44041.9399999989,12940.0,10189.699999999995,10261.599999999997,35990.100000001694,38.32787010945728,1.0055171341984614,1.6214779703162931,4.5,Large,-45361.0
9206,PHILLIPS PRODUCTS CO.,3464,UV Blue Raspberry Vodka,10.06,13.99,1750.0,5755.0,57895.300000000076,96343.25000000137,61572.200000000536,6275.0,11533.010000000184,2211.83,38447.95000000129,39.907258681849264,1.0903562119895742,1.6640944947172092,10.060000000000013,Large,-57371.5
7153,PINE STATE TRADING CO,5676,Kinky Liqueur,1.42,1.99,50.0,40753.0,57869.26000000016,81574.08000000055,24500.879999998015,40992.0,2133.2400000000166,15884.819999999998,23704.820000000393,29.05925509671728,1.0058645989252324,1.4096271491980428,1.420000000000004,Large,-17455.64
1128,BROWN-FORMAN CORP,1867,Jack Daniels Tennessee Honey,2.15,2.99,50.0,26904.0,57843.59999999999,76457.28999999998,26865.14999999851,25571.0,1325.9500000000355,68601.68000000001,18613.689999999988,24.345212863286147,0.9504534641688969,1.3217934222627912,2.1499999999999995,Large,-28073.649999999994
9165,ULTRA BEVERAGE COMPANY LLP,2790,High West American Prairie,24.44,32.99,750.0,2366.0,57825.039999999935,64338.68000000027,50576.02999999991,2032.0,1602.3000000000075,68054.70000000003,6513.640000000334,10.123987622998026,0.8588334742180896,1.1126439341849195,24.439999999999973,Large,-47296.08
5270,MANGO BOTTLING INC,7867,Tooters Red-diculous 15 Pk,7.68,9.99,375.0,7528.0,57815.03999999989,64000.63000000021,29491.58999999944,7037.0,2764.81999999997,1034.42,6185.590000000317,9.664889236247044,0.9347768331562167,1.1069892886003423,7.6799999999999855,Large,-46516.159999999996
17035,PERNOD RICARD USA,2917,Paddy's Irish Whiskey,15.62,19.99,750.0,3701.0,57809.61999999997,69846.46000000049,52439.399999999914,3554.0,2801.6799999999903,123780.21999999997,12036.840000000513,17.23328569551045,0.9602810051337476,1.2082151724920613,15.619999999999992,Large,-51812.479999999996
4425,MARTIGNETTI COMPANIES,24934,T-Vine Zinfandel Napa,10.27,14.99,750.0,5625.0,57768.750000000015,82714.82000000017,19741.829999999805,5518.0,618.8100000000026,144929.24,24946.070000000153,30.159129887485825,0.9809777777777777,1.4318263767175186,10.270000000000003,Large,-51044.86
12546,JIM BEAM BRANDS COMPANY,1273,Jim Beam Choice,23.19,31.99,1750.0,2491.0,57766.28999999995,82402.78000000076,61050.84000000031,2722.0,5004.399999999959,123880.96999999999,24636.490000000806,29.897644229964786,1.09273384183059,1.4264855852782103,23.18999999999998,Large,-60632.18
6359,OLE SMOKY DISTILLERY LLC,5858,Ole Smoky Apple Pie Moonshin,1.58,1.99,50.0,36494.0,57660.52000000001,70921.6099999998,6708.289999999959,35639.0,1869.0500000000052,1922.0,13261.089999999786,18.69823598195222,0.9765714912040335,1.2299856123392536,1.5800000000000003,Large,-19815.620000000003
4425,MARTIGNETTI COMPANIES,2647,Wiggly Bridge Bourbon Sm Brl,41.3,56.99,750.0,1396.0,57654.799999999945,57858.289999999986,44882.66999999985,1071.0,844.5099999999987,144929.24,203.49000000004162,0.35170413781679627,0.7671919770773639,1.003529454616095,41.29999999999996,Medium,-42836.299999999996
